inc_response,stim,kross,presentation_order,zcue,correct_response,iSI,pros_stim,event_code,emoticon_H,cor_response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.keys,key_resp.corr,key_resp.rt,date,expName,session,participant,
90,3_fea_ss_trimF,cross.bmp,23,-1.54910561741,60,3.30308390023,3_fea_ss_trimF.wav,19,Emoticons_H.bmp,2,0,22,22,22,2,1,0.348902157968,2012_Nov_15_1337,None,001,1,
77,3_hap_qw_trimF,cross.bmp,24,1.39655270811,47,3.07333333333,3_hap_qw_trimF.wav,7,Emoticons_H.bmp,1,0,23,23,23,1,1,1.24998252099,2012_Nov_15_1337,None,001,1,
81,2_ang_ss_trimF,cross.bmp,25,-1.03130489652,51,3.67217687075,2_ang_ss_trimF.wav,10,Emoticons_H.bmp,3,0,24,24,24,3,1,0.274981671096,2012_Nov_15_1337,None,001,1,
86,4_ang_sw_trimF,cross.bmp,26,0.655921894497,56,3.47814058957,4_ang_sw_trimF.wav,15,Emoticons_H.bmp,3,0,25,25,25,3,1,0.276494166502,2012_Nov_15_1337,None,001,1,
96,1_fea_sw_trimF,cross.bmp,27,0.972111570479,66,2.68802721088,1_fea_sw_trimF.wav,25,Emoticons_H.bmp,2,0,26,26,26,2,1,1.22813857229,2012_Nov_15_1337,None,001,1,
80,2_ang_qw_trimF,cross.bmp,28,-1.4805664681,50,3.54047619048,2_ang_qw_trimF.wav,9,Emoticons_H.bmp,3,0,27,27,27,None,0,,2012_Nov_15_1337,None,001,1,
97,4_fea_sw_trimF,cross.bmp,29,0.989480113305,67,3.09891156463,4_fea_sw_trimF.wav,26,Emoticons_H.bmp,2,0,28,28,28,2,1,0.425993240595,2012_Nov_15_1337,None,001,1,
84,4_ang_qw_trimF,cross.bmp,30,-0.4123222868,54,3.11138321995,4_ang_qw_trimF.wav,13,Emoticons_H.bmp,3,0,29,29,29,3,1,0.668251643829,2012_Nov_15_1337,None,001,1,
73,4_hap_qs_trimF,cross.bmp,31,-0.537060731298,43,3.75081632653,4_hap_qs_trimF.wav,3,Emoticons_H.bmp,1,0,30,30,30,3,0,1.56161109625,2012_Nov_15_1337,None,001,1,
71,4_hap_qw_trimF,cross.bmp,32,-1.14249072153,41,3.13696145125,4_hap_qw_trimF.wav,1,Emoticons_H.bmp,1,0,31,31,31,2,0,0.752245170502,2012_Nov_15_1337,None,001,1,
85,3_ang_qs_trimF,cross.bmp,33,0.156742370527,55,3.16766439909,3_ang_qs_trimF.wav,14,Emoticons_H.bmp,3,0,32,32,32,3,1,0.987552380897,2012_Nov_15_1337,None,001,1,
78,3_hap_qs_trimF,cross.bmp,34,1.42422309705,48,3.36818594104,3_hap_qs_trimF.wav,8,Emoticons_H.bmp,1,0,33,33,33,1,1,0.233588174056,2012_Nov_15_1337,None,001,1,
92,3_fea_sw_trimF,cross.bmp,35,-0.634123784623,62,3.31684807256,3_fea_sw_trimF.wav,21,Emoticons_H.bmp,2,0,34,34,34,2,1,0.856595807732,2012_Nov_15_1337,None,001,1,
72,1_hap_ss_trimF,cross.bmp,36,-1.12933930495,42,3.82702947846,1_hap_ss_trimF.wav,2,Emoticons_H.bmp,1,0,35,35,35,3,0,0.230169985754,2012_Nov_15_1337,None,001,1,
74,2_hap_qs_trimF_trimF,cross.bmp,37,-0.307202009129,44,3.28947845805,2_hap_qs_trimF.wav,4,Emoticons_H.bmp,1,0,36,36,36,None,0,,2012_Nov_15_1337,None,001,1,
83,2_ang_qs_trimF,cross.bmp,38,-0.621977686867,53,3.55623582766,2_ang_qs_trimF.wav,12,Emoticons_H.bmp,3,0,37,37,37,2,0,0.781126905292,2012_Nov_15_1337,None,001,1,
93,2_fea_ss_trimF,cross.bmp,39,0.166248411568,63,3.06099773243,2_fea_ss_trimF.wav,22,Emoticons_H.bmp,2,0,38,38,38,2,1,0.219984054014,2012_Nov_15_1337,None,001,1,
94,1_fea_ss_trimF,cross.bmp,40,0.46505470844,64,3.6325170068,1_fea_ss_trimF.wav,23,Emoticons_H.bmp,2,0,39,39,39,2,1,0.74246847204,2012_Nov_15_1337,None,001,1,
87,4_ang_qs_trimF,cross.bmp,41,0.805675751688,57,3.96158730159,4_ang_qs_trimF.wav,16,Emoticons_H.bmp,3,0,40,40,40,3,1,0.350322928673,2012_Nov_15_1337,None,001,1,
89,4_ang_ss_trimF,cross.bmp,42,1.40469118045,59,3.98519274376,4_ang_ss_trimF.wav,18,Emoticons_H.bmp,3,0,41,41,41,3,1,0.55900496019,2012_Nov_15_1337,None,001,1,
75,2_hap_sw_trimF,cross.bmp,43,0.063624465804,45,3.1866893424,2_hap_sw_trimF.wav,5,Emoticons_H.bmp,1,0,42,42,42,1,1,0.748637759916,2012_Nov_15_1337,None,001,1,
95,4_fea_qs_trimF,cross.bmp,44,0.781640746535,65,3.94272108844,4_fea_qs_trimF.wav,24,Emoticons_H.bmp,2,0,43,43,43,2,1,0.793608520262,2012_Nov_15_1337,None,001,1,
76,3_hap_ss_trimF,cross.bmp,45,0.231692495938,46,3.35551020408,3_hap_ss_trimF.wav,6,Emoticons_H.bmp,1,0,44,44,44,1,1,0.0943847164841,2012_Nov_15_1337,None,001,1,
82,3_ang_qw_trimF,cross.bmp,46,-0.731797182141,52,2.88544217687,3_ang_qw_trimF.wav,11,Emoticons_H.bmp,3,0,45,45,45,1,0,0.549912669105,2012_Nov_15_1337,None,001,1,
88,1_ang_ss_trimF,cross.bmp,47,1.25493732326,58,3.54068027211,1_ang_ss_trimF.wav,17,Emoticons_H.bmp,3,0,46,46,46,4,0,1.07180312159,2012_Nov_15_1337,None,001,1,
91,3_fea_qs_trimF,cross.bmp,48,-1.19130614829,61,3.75097505669,3_fea_qs_trimF.wav,20,Emoticons_H.bmp,2,0,47,47,47,4,0,0.230044265186,2012_Nov_15_1337,None,001,1,
90,3_fea_ss_trimF,cross.bmp,49,-1.54910561741,60,3.30308390023,3_fea_ss_trimF.wav,19,Emoticons_H.bmp,2,0,48,48,48,4,0,0.194703315495,2012_Nov_15_1337,None,001,1,
77,3_hap_qw_trimF,cross.bmp,50,1.39655270811,47,3.07333333333,3_hap_qw_trimF.wav,7,Emoticons_H.bmp,1,0,49,49,49,4,0,0.0501253036376,2012_Nov_15_1337,None,001,1,
81,2_ang_ss_trimF,cross.bmp,51,-1.03130489652,51,3.67217687075,2_ang_ss_trimF.wav,10,Emoticons_H.bmp,3,0,50,50,50,3,1,0.346303719084,2012_Nov_15_1337,None,001,1,
86,4_ang_sw_trimF,cross.bmp,52,0.655921894497,56,3.47814058957,4_ang_sw_trimF.wav,15,Emoticons_H.bmp,3,0,51,51,51,3,1,0.208392104492,2012_Nov_15_1337,None,001,1,
96,1_fea_sw_trimF,cross.bmp,53,0.972111570479,66,2.68802721088,1_fea_sw_trimF.wav,25,Emoticons_H.bmp,2,0,52,52,52,2,1,0.488060073906,2012_Nov_15_1337,None,001,1,
80,2_ang_qw_trimF,cross.bmp,54,-1.4805664681,50,3.54047619048,2_ang_qw_trimF.wav,9,Emoticons_H.bmp,3,0,53,53,53,2,0,0.154911472836,2012_Nov_15_1337,None,001,1,
97,4_fea_sw_trimF,cross.bmp,55,0.989480113305,67,3.09891156463,4_fea_sw_trimF.wav,26,Emoticons_H.bmp,2,0,54,54,54,2,1,0.0787010756164,2012_Nov_15_1337,None,001,1,
84,4_ang_qw_trimF,cross.bmp,56,-0.4123222868,54,3.11138321995,4_ang_qw_trimF.wav,13,Emoticons_H.bmp,3,0,55,55,55,3,1,1.46938094807,2012_Nov_15_1337,None,001,1,
73,4_hap_qs_trimF,cross.bmp,57,-0.537060731298,43,3.75081632653,4_hap_qs_trimF.wav,3,Emoticons_H.bmp,1,0,56,56,56,3,0,0.223852527208,2012_Nov_15_1337,None,001,1,
71,4_hap_qw_trimF,cross.bmp,58,-1.14249072153,41,3.13696145125,4_hap_qw_trimF.wav,1,Emoticons_H.bmp,1,0,57,57,57,2,0,0.249127492843,2012_Nov_15_1337,None,001,1,
85,3_ang_qs_trimF,cross.bmp,59,0.156742370527,55,3.16766439909,3_ang_qs_trimF.wav,14,Emoticons_H.bmp,3,0,58,58,58,1,0,0.233795997852,2012_Nov_15_1337,None,001,1,
78,3_hap_qs_trimF,cross.bmp,60,1.42422309705,48,3.36818594104,3_hap_qs_trimF.wav,8,Emoticons_H.bmp,1,0,59,59,59,1,1,0.0918670979652,2012_Nov_15_1337,None,001,1,
92,3_fea_sw_trimF,cross.bmp,61,-0.634123784623,62,3.31684807256,3_fea_sw_trimF.wav,21,Emoticons_H.bmp,2,0,60,60,60,2,1,0.378699215465,2012_Nov_15_1337,None,001,1,
72,1_hap_ss_trimF,cross.bmp,62,-1.12933930495,42,3.82702947846,1_hap_ss_trimF.wav,2,Emoticons_H.bmp,1,0,61,61,61,3,0,0.238664462708,2012_Nov_15_1337,None,001,1,
74,2_hap_qs_trimF_trimF,cross.bmp,63,-0.307202009129,44,3.28947845805,2_hap_qs_trimF.wav,4,Emoticons_H.bmp,1,0,62,62,62,2,0,1.19929981341,2012_Nov_15_1337,None,001,1,
83,2_ang_qs_trimF,cross.bmp,64,-0.621977686867,53,3.55623582766,2_ang_qs_trimF.wav,12,Emoticons_H.bmp,3,0,63,63,63,1,0,0.361692301475,2012_Nov_15_1337,None,001,1,
93,2_fea_ss_trimF,cross.bmp,65,0.166248411568,63,3.06099773243,2_fea_ss_trimF.wav,22,Emoticons_H.bmp,2,0,64,64,64,2,1,0.196421068971,2012_Nov_15_1337,None,001,1,
94,1_fea_ss_trimF,cross.bmp,66,0.46505470844,64,3.6325170068,1_fea_ss_trimF.wav,23,Emoticons_H.bmp,2,0,65,65,65,3,0,0.786722753434,2012_Nov_15_1337,None,001,1,
87,4_ang_qs_trimF,cross.bmp,67,0.805675751688,57,3.96158730159,4_ang_qs_trimF.wav,16,Emoticons_H.bmp,3,0,66,66,66,3,1,0.565684186084,2012_Nov_15_1337,None,001,1,
89,4_ang_ss_trimF,cross.bmp,68,1.40469118045,59,3.98519274376,4_ang_ss_trimF.wav,18,Emoticons_H.bmp,3,0,67,67,67,3,1,0.208863556622,2012_Nov_15_1337,None,001,1,
75,2_hap_sw_trimF,cross.bmp,69,0.063624465804,45,3.1866893424,2_hap_sw_trimF.wav,5,Emoticons_H.bmp,1,0,68,68,68,1,1,0.803197279304,2012_Nov_15_1337,None,001,1,
95,4_fea_qs_trimF,cross.bmp,70,0.781640746535,65,3.94272108844,4_fea_qs_trimF.wav,24,Emoticons_H.bmp,2,0,69,69,69,2,1,0.151885199161,2012_Nov_15_1337,None,001,1,
76,3_hap_ss_trimF,cross.bmp,71,0.231692495938,46,3.35551020408,3_hap_ss_trimF.wav,6,Emoticons_H.bmp,1,0,70,70,70,1,1,0.755950078672,2012_Nov_15_1337,None,001,1,
82,3_ang_qw_trimF,cross.bmp,72,-0.731797182141,52,2.88544217687,3_ang_qw_trimF.wav,11,Emoticons_H.bmp,3,0,71,71,71,3,1,0.22528484368,2012_Nov_15_1337,None,001,1,
88,1_ang_ss_trimF,cross.bmp,73,1.25493732326,58,3.54068027211,1_ang_ss_trimF.wav,17,Emoticons_H.bmp,3,0,72,72,72,3,1,0.0523837838427,2012_Nov_15_1337,None,001,1,
91,3_fea_qs_trimF,cross.bmp,74,-1.19130614829,61,3.75097505669,3_fea_qs_trimF.wav,20,Emoticons_H.bmp,2,0,73,73,73,2,1,0.271960528873,2012_Nov_15_1337,None,001,1,
90,3_fea_ss_trimF,cross.bmp,75,-1.54910561741,60,3.30308390023,3_fea_ss_trimF.wav,19,Emoticons_H.bmp,2,0,74,74,74,2,1,0.23944187765,2012_Nov_15_1337,None,001,1,
77,3_hap_qw_trimF,cross.bmp,76,1.39655270811,47,3.07333333333,3_hap_qw_trimF.wav,7,Emoticons_H.bmp,1,0,75,75,75,1,1,0.228825545393,2012_Nov_15_1337,None,001,1,
81,2_ang_ss_trimF,cross.bmp,77,-1.03130489652,51,3.67217687075,2_ang_ss_trimF.wav,10,Emoticons_H.bmp,3,0,76,76,76,1,0,0.529404180722,2012_Nov_15_1337,None,001,1,
86,4_ang_sw_trimF,cross.bmp,78,0.655921894497,56,3.47814058957,4_ang_sw_trimF.wav,15,Emoticons_H.bmp,3,0,77,77,77,3,1,0.272049687847,2012_Nov_15_1337,None,001,1,
